RUN	com.myGatlingTest.MyComputerJourney	mycomputerjourney	1614037657540	l	3.3.1
REQUEST	238		CreateNewComputer Redirect 1	1614037697743	1614037697905	OK	 
REQUEST	345		LoadNewComputerPage	1614037697779	1614037697951	OK	 
REQUEST	242		CreateNewComputer	1614037697795	1614037697962	OK	 
REQUEST	139		FilterComputer	1614037697795	1614037697974	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037697974
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037697974
USER	MyComputerJourney	139	END	1614037681777	1614037697975
REQUEST	239		CreateNewComputer Redirect 1	1614037697810	1614037697975	OK	 
REQUEST	346		LoadNewComputerPage	1614037697844	1614037698015	OK	 
REQUEST	136		FilterComputer	1614037697841	1614037698019	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698019
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698019
USER	MyComputerJourney	136	END	1614037681626	1614037698020
REQUEST	347		LoadNewComputerPage	1614037697881	1614037698041	OK	 
REQUEST	240		CreateNewComputer Redirect 1	1614037697871	1614037698042	OK	 
REQUEST	243		CreateNewComputer	1614037697881	1614037698052	OK	 
REQUEST	140		FilterComputer	1614037697894	1614037698059	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698060
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698060
REQUEST	244		CreateNewComputer	1614037697894	1614037698060	OK	 
REQUEST	137		FilterComputer	1614037697894	1614037698061	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698062
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698062
USER	MyComputerJourney	140	END	1614037681830	1614037698062
USER	MyComputerJourney	137	END	1614037681679	1614037698063
REQUEST	241		CreateNewComputer Redirect 1	1614037697904	1614037698069	OK	 
REQUEST	348		LoadNewComputerPage	1614037697913	1614037698088	OK	 
REQUEST	138		FilterComputer	1614037697929	1614037698096	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698096
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698097
USER	MyComputerJourney	138	END	1614037681725	1614037698098
REQUEST	245		CreateNewComputer	1614037697934	1614037698104	OK	 
REQUEST	349		LoadNewComputerPage	1614037697964	1614037698128	OK	 
REQUEST	242		CreateNewComputer Redirect 1	1614037697963	1614037698130	OK	 
REQUEST	246		CreateNewComputer	1614037697984	1614037698152	OK	 
REQUEST	350		LoadNewComputerPage	1614037698042	1614037698205	OK	 
REQUEST	247		CreateNewComputer	1614037698044	1614037698213	OK	 
REQUEST	244		CreateNewComputer Redirect 1	1614037698061	1614037698223	OK	 
REQUEST	243		CreateNewComputer Redirect 1	1614037698053	1614037698225	OK	 
REQUEST	248		CreateNewComputer	1614037698079	1614037698259	OK	 
REQUEST	351		LoadNewComputerPage	1614037698079	1614037698261	OK	 
REQUEST	141		FilterComputer	1614037698084	1614037698263	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698263
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698263
USER	MyComputerJourney	141	END	1614037681876	1614037698264
REQUEST	245		CreateNewComputer Redirect 1	1614037698105	1614037698282	OK	 
REQUEST	249		CreateNewComputer	1614037698144	1614037698314	OK	 
REQUEST	352		LoadNewComputerPage	1614037698141	1614037698315	OK	 
REQUEST	142		FilterComputer	1614037698144	1614037698316	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698316
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698316
REQUEST	246		CreateNewComputer Redirect 1	1614037698152	1614037698316	OK	 
USER	MyComputerJourney	142	END	1614037681932	1614037698317
REQUEST	353		LoadNewComputerPage	1614037698179	1614037698347	OK	 
REQUEST	250		CreateNewComputer	1614037698184	1614037698353	OK	 
REQUEST	247		CreateNewComputer Redirect 1	1614037698213	1614037698384	OK	 
REQUEST	143		FilterComputer	1614037698224	1614037698391	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698391
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698392
USER	MyComputerJourney	143	END	1614037681982	1614037698393
REQUEST	251		CreateNewComputer	1614037698235	1614037698399	OK	 
REQUEST	354		LoadNewComputerPage	1614037698235	1614037698401	OK	 
REQUEST	144		FilterComputer	1614037698235	1614037698402	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698402
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698403
USER	MyComputerJourney	144	END	1614037682031	1614037698404
REQUEST	248		CreateNewComputer Redirect 1	1614037698260	1614037698427	OK	 
REQUEST	252		CreateNewComputer	1614037698280	1614037698449	OK	 
REQUEST	355		LoadNewComputerPage	1614037698313	1614037698488	OK	 
REQUEST	249		CreateNewComputer Redirect 1	1614037698315	1614037698488	OK	 
REQUEST	145		FilterComputer	1614037698314	1614037698490	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	356		LoadNewComputerPage	1614037698313	1614037698490	OK	 
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698490
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698491
USER	MyComputerJourney	145	END	1614037682081	1614037698492
REQUEST	146		FilterComputer	1614037698344	1614037698514	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698515
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698515
USER	MyComputerJourney	146	END	1614037682133	1614037698515
REQUEST	253		CreateNewComputer	1614037698344	1614037698516	OK	 
REQUEST	250		CreateNewComputer Redirect 1	1614037698354	1614037698526	OK	 
REQUEST	357		LoadNewComputerPage	1614037698364	1614037698529	OK	 
REQUEST	358		LoadNewComputerPage	1614037698405	1614037698571	OK	 
REQUEST	251		CreateNewComputer Redirect 1	1614037698400	1614037698572	OK	 
REQUEST	147		FilterComputer	1614037698405	1614037698573	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698573
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698573
USER	MyComputerJourney	147	END	1614037682180	1614037698574
REQUEST	256		CreateNewComputer	1614037698480	1614037698675	OK	 
REQUEST	254		CreateNewComputer	1614037698434	1614037698675	OK	 
REQUEST	255		CreateNewComputer	1614037698429	1614037698676	OK	 
REQUEST	359		LoadNewComputerPage	1614037698484	1614037698677	OK	 
REQUEST	252		CreateNewComputer Redirect 1	1614037698450	1614037698677	OK	 
REQUEST	148		FilterComputer	1614037698434	1614037698677	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	149		FilterComputer	1614037698484	1614037698677	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698677
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698677
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698678
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698678
USER	MyComputerJourney	149	END	1614037682280	1614037698679
USER	MyComputerJourney	148	END	1614037682231	1614037698679
REQUEST	253		CreateNewComputer Redirect 1	1614037698516	1614037698686	OK	 
REQUEST	361		LoadNewComputerPage	1614037698564	1614037698732	OK	 
REQUEST	360		LoadNewComputerPage	1614037698564	1614037698733	OK	 
REQUEST	150		FilterComputer	1614037698564	1614037698735	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698735
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698735
USER	MyComputerJourney	150	END	1614037682347	1614037698736
REQUEST	257		CreateNewComputer	1614037698564	1614037698736	OK	 
REQUEST	151		FilterComputer	1614037698574	1614037698741	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698741
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698741
USER	MyComputerJourney	151	END	1614037682377	1614037698742
REQUEST	258		CreateNewComputer	1614037698675	1614037698856	OK	 
REQUEST	255		CreateNewComputer Redirect 1	1614037698676	1614037698860	OK	 
REQUEST	153		FilterComputer	1614037698675	1614037698860	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
REQUEST	152		FilterComputer	1614037698675	1614037698860	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698860
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698860
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698860
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698860
REQUEST	260		CreateNewComputer	1614037698675	1614037698860	OK	 
REQUEST	259		CreateNewComputer	1614037698676	1614037698860	OK	 
REQUEST	256		CreateNewComputer Redirect 1	1614037698675	1614037698860	OK	 
REQUEST	364		LoadNewComputerPage	1614037698696	1614037698861	OK	 
USER	MyComputerJourney	153	END	1614037682481	1614037698861
USER	MyComputerJourney	152	END	1614037682432	1614037698861
REQUEST	254		CreateNewComputer Redirect 1	1614037698676	1614037698862	OK	 
REQUEST	363		LoadNewComputerPage	1614037698675	1614037698862	OK	 
REQUEST	362		LoadNewComputerPage	1614037698675	1614037698862	OK	 
REQUEST	261		CreateNewComputer	1614037698734	1614037698904	OK	 
REQUEST	154		FilterComputer	1614037698734	1614037698908	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698908
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698908
USER	MyComputerJourney	154	END	1614037682532	1614037698909
REQUEST	257		CreateNewComputer Redirect 1	1614037698737	1614037698909	OK	 
REQUEST	155		FilterComputer	1614037698781	1614037698949	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698949
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037698949
USER	MyComputerJourney	155	END	1614037682574	1614037698950
REQUEST	365		LoadNewComputerPage	1614037698781	1614037698951	OK	 
REQUEST	262		CreateNewComputer	1614037698814	1614037698986	OK	 
REQUEST	263		CreateNewComputer	1614037698842	1614037699015	OK	 
REQUEST	258		CreateNewComputer Redirect 1	1614037698856	1614037699018	OK	 
REQUEST	366		LoadNewComputerPage	1614037698842	1614037699020	OK	 
REQUEST	156		FilterComputer	1614037698842	1614037699020	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699021
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699021
USER	MyComputerJourney	156	END	1614037682633	1614037699022
REQUEST	259		CreateNewComputer Redirect 1	1614037698861	1614037699030	OK	 
REQUEST	260		CreateNewComputer Redirect 1	1614037698860	1614037699032	OK	 
REQUEST	264		CreateNewComputer	1614037698884	1614037699049	OK	 
REQUEST	157		FilterComputer	1614037698884	1614037699052	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699053
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699053
USER	MyComputerJourney	157	END	1614037682681	1614037699054
REQUEST	368		LoadNewComputerPage	1614037698895	1614037699065	OK	 
REQUEST	367		LoadNewComputerPage	1614037698895	1614037699067	OK	 
REQUEST	261		CreateNewComputer Redirect 1	1614037698905	1614037699073	OK	 
REQUEST	265		CreateNewComputer	1614037698914	1614037699079	OK	 
REQUEST	266		CreateNewComputer	1614037698981	1614037699148	OK	 
REQUEST	369		LoadNewComputerPage	1614037698984	1614037699152	OK	 
REQUEST	262		CreateNewComputer Redirect 1	1614037698987	1614037699165	OK	 
REQUEST	158		FilterComputer	1614037698996	1614037699177	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699178
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699178
USER	MyComputerJourney	158	END	1614037682732	1614037699180
REQUEST	160		FilterComputer	1614037699014	1614037699183	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699184
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699184
USER	MyComputerJourney	160	END	1614037682824	1614037699186
REQUEST	263		CreateNewComputer Redirect 1	1614037699016	1614037699186	OK	 
REQUEST	159		FilterComputer	1614037699028	1614037699198	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699198
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699198
USER	MyComputerJourney	159	END	1614037682774	1614037699199
REQUEST	267		CreateNewComputer	1614037699044	1614037699212	OK	 
REQUEST	370		LoadNewComputerPage	1614037699044	1614037699217	OK	 
REQUEST	264		CreateNewComputer Redirect 1	1614037699050	1614037699218	OK	 
REQUEST	268		CreateNewComputer	1614037699059	1614037699235	OK	 
REQUEST	265		CreateNewComputer Redirect 1	1614037699080	1614037699247	OK	 
REQUEST	371		LoadNewComputerPage	1614037699099	1614037699277	OK	 
REQUEST	161		FilterComputer	1614037699114	1614037699283	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699284
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699284
USER	MyComputerJourney	161	END	1614037682889	1614037699286
REQUEST	372		LoadNewComputerPage	1614037699134	1614037699311	OK	 
REQUEST	162		FilterComputer	1614037699134	1614037699311	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699312
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699313
USER	MyComputerJourney	162	END	1614037682924	1614037699314
REQUEST	266		CreateNewComputer Redirect 1	1614037699148	1614037699329	OK	 
REQUEST	269		CreateNewComputer	1614037699163	1614037699338	OK	 
REQUEST	373		LoadNewComputerPage	1614037699196	1614037699368	OK	 
REQUEST	163		FilterComputer	1614037699196	1614037699369	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699369
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699370
USER	MyComputerJourney	163	END	1614037682989	1614037699370
REQUEST	270		CreateNewComputer	1614037699212	1614037699383	OK	 
REQUEST	267		CreateNewComputer Redirect 1	1614037699213	1614037699388	OK	 
REQUEST	268		CreateNewComputer Redirect 1	1614037699235	1614037699405	OK	 
REQUEST	374		LoadNewComputerPage	1614037699243	1614037699414	OK	 
REQUEST	164		FilterComputer	1614037699244	1614037699417	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699417
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699418
USER	MyComputerJourney	164	END	1614037683024	1614037699418
REQUEST	271		CreateNewComputer	1614037699259	1614037699428	OK	 
REQUEST	165		FilterComputer	1614037699282	1614037699467	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699467
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699468
USER	MyComputerJourney	165	END	1614037683077	1614037699468
REQUEST	375		LoadNewComputerPage	1614037699297	1614037699469	OK	 
REQUEST	269		CreateNewComputer Redirect 1	1614037699339	1614037699504	OK	 
REQUEST	272		CreateNewComputer	1614037699344	1614037699515	OK	 
REQUEST	376		LoadNewComputerPage	1614037699344	1614037699516	OK	 
REQUEST	377		LoadNewComputerPage	1614037699364	1614037699533	OK	 
REQUEST	166		FilterComputer	1614037699364	1614037699534	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699534
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699535
USER	MyComputerJourney	166	END	1614037683130	1614037699535
REQUEST	270		CreateNewComputer Redirect 1	1614037699384	1614037699551	OK	 
REQUEST	273		CreateNewComputer	1614037699381	1614037699555	OK	 
REQUEST	167		FilterComputer	1614037699424	1614037699595	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699595
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699595
USER	MyComputerJourney	167	END	1614037683190	1614037699596
REQUEST	274		CreateNewComputer	1614037699424	1614037699596	OK	 
REQUEST	271		CreateNewComputer Redirect 1	1614037699428	1614037699599	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	378		LoadNewComputerPage	1614037699445	1614037699615	OK	 
REQUEST	275		CreateNewComputer	1614037699461	1614037699630	OK	 
REQUEST	168		FilterComputer	1614037699461	1614037699631	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699632
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699632
REQUEST	379		LoadNewComputerPage	1614037699464	1614037699632	OK	 
USER	MyComputerJourney	168	END	1614037683224	1614037699633
REQUEST	169		FilterComputer	1614037699484	1614037699655	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699656
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699656
USER	MyComputerJourney	169	END	1614037683274	1614037699656
REQUEST	272		CreateNewComputer Redirect 1	1614037699515	1614037699680	OK	 
REQUEST	276		CreateNewComputer	1614037699533	1614037699709	OK	 
REQUEST	380		LoadNewComputerPage	1614037699549	1614037699719	OK	 
REQUEST	273		CreateNewComputer Redirect 1	1614037699556	1614037699731	OK	 
REQUEST	277		CreateNewComputer	1614037699564	1614037699737	OK	 
REQUEST	170		FilterComputer	1614037699584	1614037699758	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699758
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699758
USER	MyComputerJourney	170	END	1614037683324	1614037699759
REQUEST	274		CreateNewComputer Redirect 1	1614037699596	1614037699768	OK	 
REQUEST	381		LoadNewComputerPage	1614037699606	1614037699771	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	172		FilterComputer	1614037699616	1614037699789	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699790
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699790
USER	MyComputerJourney	172	END	1614037683425	1614037699791
REQUEST	278		CreateNewComputer	1614037699627	1614037699797	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	171		FilterComputer	1614037699627	1614037699797	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699798
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699799
USER	MyComputerJourney	171	END	1614037683374	1614037699800
REQUEST	275		CreateNewComputer Redirect 1	1614037699631	1614037699804	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	279		CreateNewComputer	1614037699649	1614037699819	OK	 
REQUEST	382		LoadNewComputerPage	1614037699649	1614037699825	OK	 
REQUEST	383		LoadNewComputerPage	1614037699684	1614037699855	OK	 
REQUEST	173		FilterComputer	1614037699695	1614037699865	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699865
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699866
USER	MyComputerJourney	173	END	1614037683474	1614037699867
REQUEST	174		FilterComputer	1614037699715	1614037699882	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699883
REQUEST	280		CreateNewComputer	1614037699715	1614037699882	OK	 
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699883
REQUEST	276		CreateNewComputer Redirect 1	1614037699709	1614037699883	OK	 
USER	MyComputerJourney	174	END	1614037683524	1614037699885
REQUEST	277		CreateNewComputer Redirect 1	1614037699737	1614037699909	OK	 
REQUEST	281		CreateNewComputer	1614037699767	1614037699950	OK	 
REQUEST	384		LoadNewComputerPage	1614037699782	1614037699952	OK	 
REQUEST	385		LoadNewComputerPage	1614037699782	1614037699953	OK	 
REQUEST	175		FilterComputer	1614037699798	1614037699970	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699970
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037699971
USER	MyComputerJourney	175	END	1614037683574	1614037699972
REQUEST	282		CreateNewComputer	1614037699814	1614037699986	OK	 
REQUEST	279		CreateNewComputer Redirect 1	1614037699820	1614037699991	OK	 
REQUEST	176		FilterComputer	1614037699861	1614037700026	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700026
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700027
USER	MyComputerJourney	176	END	1614037683626	1614037700027
REQUEST	386		LoadNewComputerPage	1614037699861	1614037700030	OK	 
REQUEST	177		FilterComputer	1614037699864	1614037700033	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700033
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700034
USER	MyComputerJourney	177	END	1614037683690	1614037700034
REQUEST	283		CreateNewComputer	1614037699864	1614037700034	OK	 
REQUEST	280		CreateNewComputer Redirect 1	1614037699883	1614037700056	OK	 
REQUEST	387		LoadNewComputerPage	1614037699884	1614037700060	OK	 
REQUEST	388		LoadNewComputerPage	1614037699934	1614037700099	OK	 
REQUEST	285		CreateNewComputer	1614037699934	1614037700105	OK	 
REQUEST	284		CreateNewComputer	1614037699930	1614037700107	OK	 
REQUEST	281		CreateNewComputer Redirect 1	1614037699951	1614037700119	OK	 
REQUEST	178		FilterComputer	1614037699967	1614037700134	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700135
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700135
USER	MyComputerJourney	178	END	1614037683724	1614037700136
REQUEST	389		LoadNewComputerPage	1614037699967	1614037700138	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	282		CreateNewComputer Redirect 1	1614037699987	1614037700160	OK	 
REQUEST	179		FilterComputer	1614037699994	1614037700162	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700162
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700162
USER	MyComputerJourney	179	END	1614037683791	1614037700163
REQUEST	183		FilterComputer	1614037700006	1614037700173	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700174
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700174
USER	MyComputerJourney	183	END	1614037683990	1614037700175
REQUEST	180		FilterComputer	1614037700022	1614037700190	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700191
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700191
USER	MyComputerJourney	180	END	1614037683824	1614037700192
REQUEST	390		LoadNewComputerPage	1614037700022	1614037700197	OK	 
REQUEST	286		CreateNewComputer	1614037700024	1614037700198	OK	 
REQUEST	391		LoadNewComputerPage	1614037700037	1614037700202	OK	 
REQUEST	283		CreateNewComputer Redirect 1	1614037700035	1614037700204	OK	 
REQUEST	287		CreateNewComputer	1614037700053	1614037700218	OK	 
REQUEST	181		FilterComputer	1614037700084	1614037700261	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700262
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700262
USER	MyComputerJourney	181	END	1614037683874	1614037700264
REQUEST	288		CreateNewComputer	1614037700099	1614037700269	OK	 
REQUEST	285		CreateNewComputer Redirect 1	1614037700105	1614037700274	OK	 
REQUEST	284		CreateNewComputer Redirect 1	1614037700108	1614037700288	OK	 
REQUEST	289		CreateNewComputer	1614037700130	1614037700306	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 429
REQUEST	392		LoadNewComputerPage	1614037700134	1614037700308	OK	 
REQUEST	393		LoadNewComputerPage	1614037700134	1614037700317	OK	 
REQUEST	182		FilterComputer	1614037700164	1614037700340	KO	regex(computers\/([0-9]{3,5})).find.exists, found nothing
ERROR	GetSingleComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700341
ERROR	DeleteComputer: Failed to build request: No attribute named 'topComputerInList' is defined 	1614037700341
USER	MyComputerJourney	182	END	1614037683924	1614037700342
